interpro,short_name,type,xrefdb,xref
IPR006110,Pol_omega/K/RPB6,Family,PFAM,PF01192
IPR006110,Pol_omega/K/RPB6,Family,SMART,SM01409
IPR006114,6PGDH_C,Domain,PFAM,PF00393
IPR006114,6PGDH_C,Domain,SMART,SM01350
IPR006115,6PGDH_NADP-bd,Domain,PFAM,PF03446
IPR006119,Resolv_N,Domain,PFAM,PF00239
IPR006119,Resolv_N,Domain,PROFILE,PS51736
IPR006119,Resolv_N,Domain,SMART,SM00857
IPR006120,Resolvase_HTH_dom,Domain,PFAM,PF02796
IPR006121,HMA_dom,Domain,PFAM,PF00403
IPR006121,HMA_dom,Domain,PROFILE,PS50846
IPR006121,HMA_dom,Domain,CDD,cd00371
IPR006123,Toxin_b-grasp_Staph/Strep,Domain,PFAM,PF02876
IPR006124,Metalloenzyme,Domain,PFAM,PF01676
IPR006127,ZnuA-like,Family,PFAM,PF01297
IPR006131,Asp_carbamoyltransf_Asp/Orn-bd,Domain,PFAM,PF00185
IPR006132,Asp/Orn_carbamoyltranf_P-bd,Domain,PFAM,PF02729
IPR006133,DNA-dir_DNA_pol_B_exonuc,Domain,PFAM,PF03104
IPR006134,DNA-dir_DNA_pol_B_multi_dom,Domain,PFAM,PF00136
IPR006135,T3SS_substrate_exporter,Family,PFAM,PF01312
IPR006135,T3SS_substrate_exporter,Family,PRINTS,PR00950
IPR006135,T3SS_substrate_exporter,Family,PANTHER,PTHR30531
IPR006137,NADH_UbQ_OxRdtase-like_20kDa,Domain,PFAM,PF01058
IPR006139,D-isomer_2_OHA_DH_cat_dom,Domain,PFAM,PF00389
IPR006140,D-isomer_DH_NAD-bd,Domain,PFAM,PF02826
IPR006145,PsdUridine_synth_RsuA/RluA,Domain,PFAM,PF00849
IPR006145,PsdUridine_synth_RsuA/RluA,Domain,CDD,cd02869
IPR006148,Glc/Gal-6P_isomerase,Domain,PFAM,PF01182
IPR006149,EB_dom,Domain,PFAM,PF01683
IPR006151,Shikm_DH/Glu-tRNA_Rdtase,Domain,PFAM,PF01488
IPR006153,Cation/H_exchanger,Domain,PFAM,PF00999
IPR006155,Josephin,Domain,PFAM,PF02099
IPR006155,Josephin,Domain,PROFILE,PS50957
IPR006155,Josephin,Domain,SMART,SM01246
IPR006157,FolB_dom,Domain,PFAM,PF02152
IPR006157,FolB_dom,Domain,SMART,SM00905
IPR006157,FolB_dom,Domain,TIGRFAMs,TIGR00526
IPR006157,FolB_dom,Domain,CDD,cd00534
IPR006158,Cobalamin-bd,Domain,PFAM,PF02310
IPR006158,Cobalamin-bd,Domain,PROFILE,PS51332
IPR006160,SCFA_transpt_AtoE,Family,PFAM,PF02667
IPR006160,SCFA_transpt_AtoE,Family,PANTHER,PTHR41983
IPR006164,Ku70/Ku80_beta-barrel_dom,Domain,PFAM,PF02735
IPR006164,Ku70/Ku80_beta-barrel_dom,Domain,SMART,SM00559
IPR006166,ERCC4_domain,Domain,PFAM,PF02732
IPR006166,ERCC4_domain,Domain,SMART,SM00891
IPR006169,GTP1_OBG_dom,Domain,PFAM,PF01018
IPR006169,GTP1_OBG_dom,Domain,PROFILE,PS51883
IPR006170,PBP/GOBP,Family,PFAM,PF01395
IPR006170,PBP/GOBP,Family,SMART,SM00708
IPR006171,TOPRIM_domain,Domain,PFAM,PF01751
IPR006171,TOPRIM_domain,Domain,PFAM,PF13362
IPR006171,TOPRIM_domain,Domain,PFAM,PF13662
IPR006171,TOPRIM_domain,Domain,PROFILE,PS50880
IPR006171,TOPRIM_domain,Domain,SMART,SM00493
IPR006173,Staph_tox_OB,Domain,PFAM,PF01123
IPR006175,YjgF/YER057c/UK114,Family,PFAM,PF01042
IPR006175,YjgF/YER057c/UK114,Family,PANTHER,PTHR11803
IPR006176,3-OHacyl-CoA_DH_NAD-bd,Domain,PFAM,PF02737
IPR006182,FliF_N_dom,Domain,PFAM,PF01514
IPR006189,CHASE_dom,Domain,PFAM,PF03924
IPR006189,CHASE_dom,Domain,PROFILE,PS50839
IPR006189,CHASE_dom,Domain,SMART,SM01079
IPR006196,RNA-binding_domain_S1_IF1,Domain,PFAM,PF01176
IPR006196,RNA-binding_domain_S1_IF1,Domain,PROFILE,PS50832
IPR006199,LexA_DNA-bd_dom,Domain,PFAM,PF01726
IPR006202,Neur_chan_lig-bd,Domain,PFAM,PF02931
IPR006204,GHMP_kinase_N_dom,Domain,PFAM,PF00288
IPR006208,Glyco_hormone_CN,Domain,PFAM,PF00007
IPR006211,Furin-like_Cys-rich_dom,Domain,PFAM,PF00757
IPR006214,Bax_inhibitor_1-related,Family,PFAM,PF01027
IPR006214,Bax_inhibitor_1-related,Family,PANTHER,PTHR23291
IPR006218,DAHP1/KDSA,Domain,PFAM,PF00793
IPR006222,GCV_T_N,Domain,PFAM,PF01571
IPR006230,MutL,Family,PFAM,PF13941
IPR006230,MutL,Family,PIRSF,PIRSF004729
IPR006230,MutL,Family,TIGRFAMs,TIGR01319
IPR006231,MQO,Family,HAMAP,MF_00212
IPR006231,MQO,Family,PFAM,PF06039
IPR006231,MQO,Family,TIGRFAMs,TIGR01320
IPR006254,Isocitrate_lyase,Family,PFAM,PF00463
IPR006254,Isocitrate_lyase,Family,PIRSF,PIRSF001362
IPR006254,Isocitrate_lyase,Family,PANTHER,PTHR21631
IPR006254,Isocitrate_lyase,Family,TIGRFAMs,TIGR01346
IPR006270,Strep_his_triad_rpt,Repeat,PFAM,PF04270
IPR006279,SoxD,Family,PFAM,PF04267
IPR006279,SoxD,Family,TIGRFAMs,TIGR01374
IPR006314,Dyp_peroxidase,Family,PFAM,PF04261
IPR006314,Dyp_peroxidase,Family,PROFILE,PS51404
IPR006314,Dyp_peroxidase,Family,TIGRFAMs,TIGR01413
IPR006336,GCS2,Family,PFAM,PF04107
IPR006340,DUF436,Family,HAMAP,MF_00800
IPR006340,DUF436,Family,PFAM,PF04260
IPR006340,DUF436,Family,PIRSF,PIRSF007510
IPR006340,DUF436,Family,TIGRFAMs,TIGR01440
IPR006341,Spore_gamma,Family,PFAM,PF04259
IPR006341,Spore_gamma,Family,TIGRFAMs,TIGR01442
IPR006342,FkbM_mtfrase,Domain,PFAM,PF05050
IPR006342,FkbM_mtfrase,Domain,TIGRFAMs,TIGR01444
IPR006343,DnaD_dom,Domain,PFAM,PF07261
IPR006343,DnaD_dom,Domain,TIGRFAMs,TIGR01446
IPR006357,HAD-SF_hydro_IIA,Family,PFAM,PF13344
IPR006357,HAD-SF_hydro_IIA,Family,PIRSF,PIRSF000915
IPR006357,HAD-SF_hydro_IIA,Family,TIGRFAMs,TIGR01460
IPR006373,VSA_Rifin,Family,PFAM,PF02009
IPR006373,VSA_Rifin,Family,TIGRFAMs,TIGR01477
IPR006374,VSA_Stevor,Family,PFAM,PF17410
IPR006374,VSA_Stevor,Family,TIGRFAMs,TIGR01478
IPR006380,SPP_N,Domain,PFAM,PF05116
IPR006387,CPW_WPC_dom,Domain,PFAM,PF09717
IPR006387,CPW_WPC_dom,Domain,SMART,SM01099
IPR006387,CPW_WPC_dom,Domain,TIGRFAMs,TIGR01492
IPR006389,ETRAMP,Family,PFAM,PF09716
IPR006389,ETRAMP,Family,TIGRFAMs,TIGR01495
IPR006396,Glu_mut_E,Family,HAMAP,MF_01923
IPR006396,Glu_mut_E,Family,PFAM,PF06368
IPR006396,Glu_mut_E,Family,PIRSF,PIRSF001495
IPR006396,Glu_mut_E,Family,TIGRFAMs,TIGR01503
IPR006396,Glu_mut_E,Family,CDD,cd00245
IPR006410,CHP01519_PLAF7,Family,PFAM,PF09715
IPR006410,CHP01519_PLAF7,Family,TIGRFAMs,TIGR01519
IPR006419,NMN_transpt_PnuC,Family,PFAM,PF04973
IPR006419,NMN_transpt_PnuC,Family,PANTHER,PTHR36122
IPR006419,NMN_transpt_PnuC,Family,TIGRFAMs,TIGR01528
IPR006429,Phage_lambda_portal,Family,HAMAP,MF_04135
IPR006429,Phage_lambda_portal,Family,PFAM,PF05136
IPR006429,Phage_lambda_portal,Family,TIGRFAMs,TIGR01539
IPR006431,Phage_tape_meas_C,Domain,PFAM,PF09718
IPR006431,Phage_tape_meas_C,Domain,TIGRFAMs,TIGR01541
IPR006433,Prohead_protease,Family,PFAM,PF04586
IPR006433,Prohead_protease,Family,TIGRFAMs,TIGR01543
IPR006434,Pyrimidine_nucleotidase_eu,Family,PFAM,PF05822
IPR006434,Pyrimidine_nucleotidase_eu,Family,SFLD,SFLDG01128
IPR006434,Pyrimidine_nucleotidase_eu,Family,TIGRFAMs,TIGR01544
IPR006434,Pyrimidine_nucleotidase_eu,Family,CDD,cd07504
IPR006441,Phage_P2_GpN,Family,PFAM,PF05125
IPR006441,Phage_P2_GpN,Family,TIGRFAMs,TIGR01551
IPR006442,Antitoxin_Phd/YefM,Family,PFAM,PF02604
IPR006448,Phage_term_ssu_P27,Family,PFAM,PF05119
IPR006448,Phage_term_ssu_P27,Family,TIGRFAMs,TIGR01558
IPR006452,Formate_DH_accessory,Family,HAMAP,MF_00611
IPR006452,Formate_DH_accessory,Family,PFAM,PF04216
IPR006452,Formate_DH_accessory,Family,PIRSF,PIRSF018296
IPR006452,Formate_DH_accessory,Family,PANTHER,PTHR37689
IPR006452,Formate_DH_accessory,Family,TIGRFAMs,TIGR01562
IPR006452,Formate_DH_accessory,Family,CDD,cd16341
IPR006456,ZF_HD_homeobox_Cys/His_dimer,Domain,PFAM,PF04770
IPR006456,ZF_HD_homeobox_Cys/His_dimer,Domain,PROFILE,PS51523
IPR006456,ZF_HD_homeobox_Cys/His_dimer,Domain,TIGRFAMs,TIGR01566
IPR006457,S_layer-rel_Mac,Domain,PFAM,PF07752
IPR006457,S_layer-rel_Mac,Domain,TIGRFAMs,TIGR01567
IPR006458,Ovate_C,Domain,PFAM,PF04844
IPR006458,Ovate_C,Domain,PROFILE,PS51754
IPR006458,Ovate_C,Domain,TIGRFAMs,TIGR01568
IPR006460,MIZ1-like_pln,Family,PFAM,PF04759
IPR006460,MIZ1-like_pln,Family,PANTHER,PTHR31696
IPR006460,MIZ1-like_pln,Family,TIGRFAMs,TIGR01570
IPR006461,PLAC_motif_containing,Family,PFAM,PF04749
IPR006461,PLAC_motif_containing,Family,PANTHER,PTHR15907
IPR006461,PLAC_motif_containing,Family,TIGRFAMs,TIGR01571
IPR006462,MS5,Family,PFAM,PF04776
IPR006462,MS5,Family,TIGRFAMs,TIGR01572
IPR006472,Citrate_lyase_asu,Family,PFAM,PF04223
IPR006472,Citrate_lyase_asu,Family,PIRSF,PIRSF009451
IPR006472,Citrate_lyase_asu,Family,PANTHER,PTHR40596
IPR006472,Citrate_lyase_asu,Family,TIGRFAMs,TIGR01584
IPR006473,Peptidase_C58_Yopt,Domain,PFAM,PF03543
IPR006473,Peptidase_C58_Yopt,Domain,TIGRFAMs,TIGR01586
IPR006476,CHP01589_pln,Family,PFAM,PF09713
IPR006476,CHP01589_pln,Family,PANTHER,PTHR31871
IPR006476,CHP01589_pln,Family,TIGRFAMs,TIGR01589
IPR006477,Yir_bir_cir,Family,PFAM,PF06022
IPR006477,Yir_bir_cir,Family,TIGRFAMs,TIGR01590
IPR006479,Holin,Family,PFAM,PF04688
IPR006479,Holin,Family,TIGRFAMs,TIGR01592
IPR006480,Phage_holin_4_1,Family,PFAM,PF05105
IPR006480,Phage_holin_4_1,Family,TIGRFAMs,TIGR01593
IPR006481,Phage_lambda_GpS_holin,Family,PFAM,PF05106
IPR006481,Phage_lambda_GpS_holin,Family,TIGRFAMs,TIGR01594
IPR006482,Cas7_Csh2/Csh2,Family,PFAM,PF05107
IPR006482,Cas7_Csh2/Csh2,Family,TIGRFAMs,TIGR01595
IPR006483,CRISPR-assoc_Cas3_HD,Domain,PFAM,PF18019
IPR006483,CRISPR-assoc_Cas3_HD,Domain,PROFILE,PS51643
IPR006483,CRISPR-assoc_Cas3_HD,Domain,TIGRFAMs,TIGR01596
IPR006484,PYST_B,Family,PFAM,PF09592
IPR006484,PYST_B,Family,TIGRFAMs,TIGR01597
IPR006485,Phage_holin,Family,PFAM,PF04531
IPR006485,Phage_holin,Family,TIGRFAMs,TIGR01598
IPR006487,Phage_lambda_GpL,Family,PFAM,PF05100
IPR006487,Phage_lambda_GpL,Family,TIGRFAMs,TIGR01600
IPR006488,Uncharacterised_PYST-C1_N,Domain,PFAM,PF09690
IPR006488,Uncharacterised_PYST-C1_N,Domain,TIGRFAMs,TIGR01601
IPR006493,Holin_BlyA,Family,PFAM,PF05102
IPR006493,Holin_BlyA,Family,TIGRFAMs,TIGR01606
IPR006496,CHP01606_Plasmodium_spp,Family,PFAM,PF09688
IPR006496,CHP01606_Plasmodium_spp,Family,TIGRFAMs,TIGR01609
IPR006497,Phage_lambda_GpO_N,Domain,PFAM,PF04492
IPR006497,Phage_lambda_GpO_N,Domain,TIGRFAMs,TIGR01610
IPR006498,Tail_tube,Family,PFAM,PF04985
IPR006498,Tail_tube,Family,PANTHER,PTHR35861:SF2
IPR006498,Tail_tube,Family,TIGRFAMs,TIGR01611
IPR006501,Pectinesterase_inhib_dom,Domain,PFAM,PF04043
IPR006501,Pectinesterase_inhib_dom,Domain,SMART,SM00856
IPR006501,Pectinesterase_inhib_dom,Domain,TIGRFAMs,TIGR01614
IPR006502,PDDEXK-like,Family,PFAM,PF04720
IPR006502,PDDEXK-like,Family,PANTHER,PTHR31579
IPR006502,PDDEXK-like,Family,TIGRFAMs,TIGR01615
IPR006512,YidE_YbjL,Domain,PFAM,PF06826
IPR006512,YidE_YbjL,Domain,TIGRFAMs,TIGR01625
IPR006513,CHP01626_YtfJ,Family,PFAM,PF09695
IPR006513,CHP01626_YtfJ,Family,TIGRFAMs,TIGR01626
IPR006518,Trypano_RHS,Family,PFAM,PF07999
IPR006518,Trypano_RHS,Family,TIGRFAMs,TIGR01631
IPR006521,Tail_protein_I,Family,PFAM,PF09684
IPR006521,Tail_protein_I,Family,TIGRFAMs,TIGR01634
IPR006522,Phage_virion_morphogenesis,Family,PFAM,PF05069
IPR006522,Phage_virion_morphogenesis,Family,TIGRFAMs,TIGR01635
IPR006527,F-box-assoc_dom_typ1,Domain,PFAM,PF07734
IPR006528,Phage_head_morphogenesis,Domain,PFAM,PF04233
IPR006528,Phage_head_morphogenesis,Domain,TIGRFAMs,TIGR01641
IPR006531,Gp5/Vgr_OB,Domain,PFAM,PF04717
IPR006538,CobT,Family,PFAM,PF06213
IPR006538,CobT,Family,PIRSF,PIRSF031715
IPR006538,CobT,Family,TIGRFAMs,TIGR01651
IPR006540,Lactococcin_972,Family,PFAM,PF09683
IPR006540,Lactococcin_972,Family,TIGRFAMs,TIGR01653
IPR006541,Bacteriocin_ass,Family,PFAM,PF07242
IPR006541,Bacteriocin_ass,Family,TIGRFAMs,TIGR01654
IPR006542,DUF1093,Family,PFAM,PF06486
IPR006542,DUF1093,Family,PANTHER,PTHR36433
IPR006542,DUF1093,Family,TIGRFAMs,TIGR01655
IPR006544,P-type_TPase_V,Family,PFAM,PF12409
IPR006544,P-type_TPase_V,Family,TIGRFAMs,TIGR01657
IPR006555,ATP-dep_Helicase_C,Domain,PFAM,PF13307
IPR006555,ATP-dep_Helicase_C,Domain,SMART,SM00491
IPR006560,AWS_dom,Domain,PFAM,PF17907
IPR006560,AWS_dom,Domain,PROFILE,PS51215
IPR006560,AWS_dom,Domain,SMART,SM00570
IPR006561,DZF_dom,Domain,PFAM,PF07528
IPR006561,DZF_dom,Domain,PROFILE,PS51703
IPR006561,DZF_dom,Domain,SMART,SM00572
IPR006563,POX_dom,Domain,PFAM,PF07526
IPR006563,POX_dom,Domain,SMART,SM00574
IPR006565,BTP,Domain,PFAM,PF07524
IPR006565,BTP,Domain,SMART,SM00576
IPR006566,FBD,Domain,PFAM,PF08387
IPR006566,FBD,Domain,SMART,SM00579
IPR006568,PSP_pro-rich,Domain,PFAM,PF04046
IPR006568,PSP_pro-rich,Domain,SMART,SM00581
IPR006569,CID_dom,Domain,PFAM,PF04818
IPR006569,CID_dom,Domain,PROFILE,PS51391
IPR006569,CID_dom,Domain,SMART,SM00582
IPR006570,SPK_dom,Domain,PFAM,PF04435
IPR006570,SPK_dom,Domain,SMART,SM00583
IPR006571,TLDc_dom,Domain,PFAM,PF07534
IPR006571,TLDc_dom,Domain,PROFILE,PS51886
IPR006571,TLDc_dom,Domain,SMART,SM00584
IPR006572,Znf_DBF,Domain,PFAM,PF07535
IPR006572,Znf_DBF,Domain,PROFILE,PS51265
IPR006572,Znf_DBF,Domain,SMART,SM00586
IPR006573,NHR_dom,Domain,PFAM,PF07177
IPR006573,NHR_dom,Domain,PROFILE,PS51065
IPR006573,NHR_dom,Domain,SMART,SM00588
IPR006574,PRY,Domain,PFAM,PF13765
IPR006574,PRY,Domain,SMART,SM00589
IPR006575,RWD-domain,Domain,PFAM,PF05773
IPR006575,RWD-domain,Domain,PROFILE,PS50908
IPR006575,RWD-domain,Domain,SMART,SM00591
IPR006576,BRK_domain,Domain,PFAM,PF07533
IPR006576,BRK_domain,Domain,SMART,SM00592
IPR006578,MADF-dom,Domain,PFAM,PF10545
IPR006578,MADF-dom,Domain,PROFILE,PS51029
IPR006578,MADF-dom,Domain,SMART,SM00595
IPR006579,Pre_C2HC_dom,Domain,PFAM,PF07530
IPR006579,Pre_C2HC_dom,Domain,SMART,SM00596
IPR006583,PAN-3_domain,Domain,PFAM,PF08277
IPR006583,PAN-3_domain,Domain,SMART,SM00605
IPR006586,ADAM_Cys-rich,Domain,PFAM,PF08516
IPR006586,ADAM_Cys-rich,Domain,SMART,SM00608
IPR006588,Peptide_N_glycanase_PAW_dom,Domain,PFAM,PF04721
IPR006588,Peptide_N_glycanase_PAW_dom,Domain,PROFILE,PS51398
IPR006588,Peptide_N_glycanase_PAW_dom,Domain,SMART,SM00613
IPR006591,RNAP_P/RPABC4,Family,PFAM,PF03604
IPR006591,RNAP_P/RPABC4,Family,SMART,SM00659
IPR006593,Cyt_b561/ferric_Rdtase_TM,Domain,PFAM,PF03188
IPR006593,Cyt_b561/ferric_Rdtase_TM,Domain,PROFILE,PS50939
IPR006593,Cyt_b561/ferric_Rdtase_TM,Domain,SMART,SM00665
IPR006594,LisH,Domain,PFAM,PF08513
IPR006594,LisH,Domain,PFAM,PF16045
IPR006594,LisH,Domain,PROFILE,PS50896
IPR006594,LisH,Domain,SMART,SM00667
IPR006597,Sel1-like,Repeat,PFAM,PF08238
IPR006597,Sel1-like,Repeat,SMART,SM00671
IPR006598,CAP10,Domain,PFAM,PF05686
IPR006598,CAP10,Domain,SMART,SM00672
IPR006600,HTH_CenpB_DNA-bd_dom,Domain,PFAM,PF03221
IPR006600,HTH_CenpB_DNA-bd_dom,Domain,PROFILE,PS51253
IPR006600,HTH_CenpB_DNA-bd_dom,Domain,SMART,SM00674
IPR006603,PQ-loop_rpt,Repeat,PFAM,PF04193
IPR006603,PQ-loop_rpt,Repeat,SMART,SM00679
IPR006605,G2_nidogen/fibulin_G2F,Domain,PFAM,PF07474
IPR006605,G2_nidogen/fibulin_G2F,Domain,PROFILE,PS50993
IPR006605,G2_nidogen/fibulin_G2F,Domain,SMART,SM00682
IPR006605,G2_nidogen/fibulin_G2F,Domain,CDD,cd00255
IPR006606,BBL5,Family,PFAM,PF07289
IPR006606,BBL5,Family,PANTHER,PTHR21351
IPR006611,DUF1431_DROsp,Family,PFAM,PF07248
IPR006611,DUF1431_DROsp,Family,PANTHER,PTHR20977
IPR006611,DUF1431_DROsp,Family,SMART,SM00689
IPR006612,THAP_Znf,Domain,PFAM,PF05485
IPR006612,THAP_Znf,Domain,PROFILE,PS50950
IPR006612,THAP_Znf,Domain,SMART,SM00692
IPR006612,THAP_Znf,Domain,SMART,SM00980
IPR006615,Pept_C19_DUSP,Domain,PFAM,PF06337
IPR006615,Pept_C19_DUSP,Domain,PROFILE,PS51283
IPR006615,Pept_C19_DUSP,Domain,SMART,SM00695
IPR006623,THEG,Repeat,PFAM,PF14912
IPR006623,THEG,Repeat,SMART,SM00705
IPR006624,Beta-propeller_rpt_TECPR,Repeat,PFAM,PF06462
IPR006624,Beta-propeller_rpt_TECPR,Repeat,PFAM,PF19193
IPR006624,Beta-propeller_rpt_TECPR,Repeat,SMART,SM00706
IPR006628,PUR-bd_fam,Family,PFAM,PF04845
IPR006628,PUR-bd_fam,Family,PANTHER,PTHR12611
IPR006628,PUR-bd_fam,Family,SMART,SM00712
IPR006629,LITAF,Domain,PFAM,PF10601
IPR006629,LITAF,Domain,PROFILE,PS51837
IPR006629,LITAF,Domain,SMART,SM00714
IPR006630,La_HTH,Domain,PFAM,PF05383
IPR006630,La_HTH,Domain,PROFILE,PS50961
IPR006630,La_HTH,Domain,SMART,SM00715
IPR006631,DM4_12,Family,PFAM,PF07841
IPR006631,DM4_12,Family,SMART,SM00718
IPR006634,TLC-dom,Domain,PFAM,PF03798
IPR006634,TLC-dom,Domain,PROFILE,PS50922
IPR006634,TLC-dom,Domain,SMART,SM00724
IPR006635,NEAT_dom,Domain,PFAM,PF05031
IPR006635,NEAT_dom,Domain,PROFILE,PS50978
IPR006635,NEAT_dom,Domain,SMART,SM00725
IPR006635,NEAT_dom,Domain,CDD,cd06920
IPR006637,ChW,Repeat,PFAM,PF07538
IPR006637,ChW,Repeat,SMART,SM00728
IPR006640,SprT-like_domain,Domain,PFAM,PF10263
IPR006640,SprT-like_domain,Domain,SMART,SM00731
IPR006645,NGN_dom,Domain,PFAM,PF02357
IPR006645,NGN_dom,Domain,SMART,SM00738
IPR006652,Kelch_1,Repeat,PFAM,PF01344
IPR006652,Kelch_1,Repeat,SMART,SM00612
IPR006656,Mopterin_OxRdtase,Domain,PFAM,PF00384
IPR006657,MoPterin_dinucl-bd_dom,Domain,PFAM,PF01568
IPR006660,Arsenate_reductase-like,Family,PFAM,PF03960
IPR006660,Arsenate_reductase-like,Family,PROFILE,PS51353
IPR006665,OmpA-like,Domain,PFAM,PF00691
IPR006665,OmpA-like,Domain,PROFILE,PS51123
IPR006665,OmpA-like,Domain,CDD,cd07185
IPR006667,SLC41_membr_dom,Domain,PFAM,PF01769
IPR006668,Mg_transptr_MgtE_intracell_dom,Domain,PFAM,PF03448
IPR006668,Mg_transptr_MgtE_intracell_dom,Domain,SMART,SM00924
IPR006671,Cyclin_N,Domain,PFAM,PF00134
IPR006671,Cyclin_N,Domain,PROSITE,PS00292
IPR006674,HD_domain,Domain,PFAM,PF01966
IPR006674,HD_domain,Domain,PFAM,PF13023
IPR006677,tRNA_intron_Endonuc_cat-like,Domain,PFAM,PF01974
IPR006678,tRNA_intron_Endonuc_N,Domain,PFAM,PF02778
IPR006680,Amidohydro-rel,Domain,PFAM,PF01979
IPR006680,Amidohydro-rel,Domain,PFAM,PF04909
IPR006683,Thioestr_dom,Domain,PFAM,PF03061
IPR006685,MscS_channel,Family,PFAM,PF00924
IPR006689,Small_GTPase_ARF/SAR,Family,PFAM,PF00025
IPR006689,Small_GTPase_ARF/SAR,Family,PRINTS,PR00328
IPR006691,GyrA/parC_rep,Repeat,PFAM,PF03989
IPR006692,Coatomer_WD-assoc_reg,Domain,PFAM,PF04053
IPR006693,AB_hydrolase_lipase,Domain,PFAM,PF04083
IPR006694,Fatty_acid_hydroxylase,Domain,PFAM,PF04116
IPR006696,DUF423,Family,PFAM,PF04241
IPR006696,DUF423,Family,PANTHER,PTHR43461
IPR006698,UPF0229,Family,HAMAP,MF_01232
IPR006698,UPF0229,Family,PFAM,PF04285
IPR006698,UPF0229,Family,PANTHER,PTHR30510
IPR006699,GlpP,Family,PFAM,PF04309
IPR006699,GlpP,Family,PIRSF,PIRSF016897
IPR006699,GlpP,Family,PANTHER,PTHR35787
IPR006700,rRNA_ssu_MeTrfase-E,Family,PFAM,PF04452
IPR006700,rRNA_ssu_MeTrfase-E,Family,PIRSF,PIRSF015601
IPR006700,rRNA_ssu_MeTrfase-E,Family,PANTHER,PTHR30027
IPR006700,rRNA_ssu_MeTrfase-E,Family,TIGRFAMs,TIGR00046
IPR006702,CASP_dom,Domain,PFAM,PF04535
IPR006703,G_AIG1,Domain,PFAM,PF04548
IPR006703,G_AIG1,Domain,PROFILE,PS51720
IPR006706,Extensin_dom,Domain,PFAM,PF04554
IPR006708,Pex19,Family,PFAM,PF04614
IPR006708,Pex19,Family,PANTHER,PTHR12774
IPR006710,Glyco_hydro_43,Family,PFAM,PF04616
IPR006711,Hox9_activation_N,Domain,PFAM,PF04617
IPR006712,HD-ZIP_N,Domain,PFAM,PF04618
IPR006713,Adhesin_Dr,Family,PFAM,PF04619
IPR006714,FlaA,Family,PFAM,PF04620
IPR006715,ETS_PEA3_N,Domain,PFAM,PF04621
IPR006716,ERG2_sigma1_rcpt-like,Family,PFAM,PF04622
IPR006716,ERG2_sigma1_rcpt-like,Family,PANTHER,PTHR10868
IPR006717,Adeno_E1B_55K_N,Domain,PFAM,PF04623
IPR006718,DEC-1_REPEAT,Repeat,PFAM,PF04624
IPR006719,DEC-1_N,Domain,PFAM,PF04625
IPR006720,DEC-1_C,Domain,PFAM,PF04626
IPR006721,ATP_synth_F1_esu_mt,Family,PFAM,PF04627
IPR006721,ATP_synth_F1_esu_mt,Family,PANTHER,PTHR12448
IPR006721,ATP_synth_F1_esu_mt,Family,CDD,cd12153
IPR006722,Sedlin,Family,PFAM,PF04628
IPR006722,Sedlin,Family,PANTHER,PTHR12403
IPR006723,Islet_autoAg_Ica1_C,Domain,PFAM,PF04629
IPR006723,Islet_autoAg_Ica1_C,Domain,SMART,SM01237
IPR006724,Phage_TTP,Family,PFAM,PF04630
IPR006725,PIF2,Family,PFAM,PF04631
IPR006726,PHBA_efflux_AaeB/fusaric-R,Family,PFAM,PF04632
IPR006727,Herpes_BMRF2,Family,PFAM,PF04633
IPR006728,EsaG-like,Family,PFAM,PF04634
IPR006728,EsaG-like,Family,TIGRFAMs,TIGR01741
IPR006730,Sestrin,Family,PFAM,PF04636
IPR006730,Sestrin,Family,PANTHER,PTHR12474
IPR006731,Herpes_pp85,Family,PFAM,PF04637
IPR006733,Baculo_ODV-E56,Family,PFAM,PF04639
IPR006734,DUF597,Family,PFAM,PF04640
IPR006736,DUF601,Family,PFAM,PF04642
IPR006737,Motilin_assoc,Domain,PFAM,PF04643
IPR006738,Motilin_ghrelin,Domain,PFAM,PF04644
IPR006739,DUF603,Family,PFAM,PF04645
IPR006740,DUF604,Family,PFAM,PF04646
IPR006741,AgrB,Family,HAMAP,MF_00784
IPR006741,AgrB,Family,PFAM,PF04647
IPR006741,AgrB,Family,SMART,SM00793
IPR006742,Mating_factor_alpha_C,Repeat,PFAM,PF04648
IPR006743,VlpA_repeat,Repeat,PFAM,PF04649
IPR006744,Poxvirus_A12,Family,PFAM,PF04651
IPR006747,DUF599,Family,PFAM,PF04654
IPR006748,NH2Glyco/OHUrea_AB-resist_kin,Family,PFAM,PF04655
IPR006749,Pox_E6,Family,PFAM,PF04656
IPR006749,Pox_E6,Family,PIRSF,PIRSF015629
IPR006750,YdcZ,Family,PFAM,PF04657
IPR006750,YdcZ,Family,PANTHER,PTHR34821
IPR006751,TAFII55_prot_cons_reg,Domain,PFAM,PF04658
IPR006751,TAFII55_prot_cons_reg,Domain,SMART,SM01370
IPR006751,TAFII55_prot_cons_reg,Domain,CDD,cd08047
IPR006752,Arch_fla_DE,Domain,PFAM,PF04659
IPR006753,Nanovirus_coat,Family,PFAM,PF04660
IPR006754,Poxvirus_I3_ssDNA-bd,Family,PFAM,PF04661
IPR006754,Poxvirus_I3_ssDNA-bd,Family,PIRSF,PIRSF003767
IPR006755,Luteo_P0,Family,PFAM,PF04662
IPR006756,Phenol_hydroxylase,Family,PFAM,PF04663
IPR006757,OGF_rcpt,Domain,PFAM,PF04664
IPR006758,A32L,Family,PFAM,PF04665
